date,sick,healed,died,region,code
2020-06-05,3307,1443,8,Тамбовская область,TAM
2020-06-04,3242,1405,8,Тамбовская область,TAM
2020-06-03,3175,1272,8,Тамбовская область,TAM
2020-06-02,3110,1221,8,Тамбовская область,TAM
2020-06-01,3047,1176,7,Тамбовская область,TAM
2020-05-31,2983,1133,7,Тамбовская область,TAM
2020-05-30,2916,1088,7,Тамбовская область,TAM
2020-05-29,2845,1030,7,Тамбовская область,TAM
2020-06-27,3471,2320,67,Тверская область,TVE
2020-06-26,3419,2179,64,Тверская область,TVE
2020-06-25,3364,2123,64,Тверская область,TVE
2020-06-24,3311,2114,61,Тверская область,TVE
2020-06-23,3256,2070,61,Тверская область,TVE
2020-06-22,3197,1961,59,Тверская область,TVE
2020-06-21,3134,1955,57,Тверская область,TVE
2020-06-20,3068,1955,57,Тверская область,TVE
2020-06-19,3001,1848,55,Тверская область,TVE
2020-06-18,2934,1819,53,Тверская область,TVE
2020-06-17,2869,1742,52,Тверская область,TVE
2020-06-16,2800,1705,51,Тверская область,TVE
2020-06-15,2728,1645,50,Тверская область,TVE
2020-06-14,2650,1645,50,Тверская область,TVE
2020-06-13,2569,1619,50,Тверская область,TVE
2020-06-12,2488,1611,50,Тверская область,TVE
2020-06-11,2397,1573,49,Тверская область,TVE
2020-06-10,2314,1495,49,Тверская область,TVE
2020-06-09,2231,1478,44,Тверская область,TVE
2020-06-08,2147,1429,41,Тверская область,TVE
2020-06-07,2055,1422,41,Тверская область,TVE
2020-06-06,1962,1415,41,Тверская область,TVE
2020-06-05,1875,1338,39,Тверская область,TVE
2020-06-04,1804,1294,37,Тверская область,TVE
2020-06-03,1731,1229,33,Тверская область,TVE
2020-06-02,1695,1147,28,Тверская область,TVE
2020-06-01,1650,1087,22,Тверская область,TVE
2020-05-31,1604,1083,22,Тверская область,TVE
2020-05-30,1560,1079,22,Тверская область,TVE
2020-05-29,1517,1024,22,Тверская область,TVE
2020-06-27,2089,922,14,Томская область,TOM
2020-06-26,2031,885,14,Томская область,TOM
2020-06-25,1968,862,14,Томская область,TOM
2020-06-24,1909,849,14,Томская область,TOM
2020-06-23,1846,810,14,Томская область,TOM
2020-06-22,1785,791,14,Томская область,TOM
2020-06-21,1725,787,14,Томская область,TOM
2020-06-20,1667,779,14,Томская область,TOM
2020-06-19,1598,750,14,Томская область,TOM
2020-06-18,1515,715,11,Томская область,TOM
2020-06-17,1426,684,11,Томская область,TOM
2020-06-16,1370,648,11,Томская область,TOM
2020-06-15,1314,608,11,Томская область,TOM
2020-06-14,1268,599,11,Томская область,TOM
2020-06-13,1215,576,11,Томская область,TOM
2020-06-12,1167,564,11,Томская область,TOM
2020-06-11,1116,552,11,Томская область,TOM
2020-06-10,1066,524,11,Томская область,TOM
2020-06-09,1018,499,11,Томская область,TOM
2020-06-08,971,474,11,Томская область,TOM
2020-06-07,922,440,11,Томская область,TOM
2020-06-06,868,426,11,Томская область,TOM
2020-06-05,832,386,11,Томская область,TOM
2020-06-04,797,381,11,Томская область,TOM
2020-06-03,765,359,11,Томская область,TOM
2020-06-02,739,340,11,Томская область,TOM
2020-06-01,716,326,11,Томская область,TOM
2020-05-31,688,323,11,Томская область,TOM
2020-05-30,667,307,11,Томская область,TOM
2020-05-29,645,279,11,Томская область,TOM
2020-06-27,6460,5380,97,Тульская область,TUL
2020-06-26,6382,5259,93,Тульская область,TUL
2020-06-25,6302,5100,90,Тульская область,TUL
2020-06-24,6220,5019,89,Тульская область,TUL
2020-06-23,6137,4779,86,Тульская область,TUL
2020-06-22,6056,4558,83,Тульская область,TUL
2020-06-21,5973,4541,81,Тульская область,TUL
2020-06-20,5887,4485,78,Тульская область,TUL
2020-06-19,5802,4258,75,Тульская область,TUL
2020-06-18,5712,4057,71,Тульская область,TUL
2020-06-17,5620,3846,67,Тульская область,TUL
2020-06-16,5529,3609,64,Тульская область,TUL
2020-06-15,5436,3401,60,Тульская область,TUL
2020-06-14,5340,3255,58,Тульская область,TUL
2020-06-13,5245,3219,56,Тульская область,TUL
2020-06-12,5147,3170,56,Тульская область,TUL
2020-06-11,5047,2961,53,Тульская область,TUL
2020-06-10,4946,2787,51,Тульская область,TUL
2020-06-09,4843,2623,51,Тульская область,TUL
2020-06-08,4734,2441,49,Тульская область,TUL
2020-06-07,4620,2434,49,Тульская область,TUL
2020-06-06,4505,2409,49,Тульская область,TUL
2020-06-05,4398,2273,47,Тульская область,TUL
2020-06-04,4293,2164,44,Тульская область,TUL
2020-06-03,4183,2037,42,Тульская область,TUL
2020-06-02,4074,1921,39,Тульская область,TUL
2020-06-01,3968,1815,36,Тульская область,TUL
2020-05-31,3855,1803,36,Тульская область,TUL
2020-05-30,3751,1779,36,Тульская область,TUL
2020-05-29,3644,1673,33,Тульская область,TUL
2020-06-27,2886,1731,16,Тюменская область,TYU
2020-06-26,2827,1684,16,Тюменская область,TYU
2020-06-25,2766,1646,16,Тюменская область,TYU
2020-06-24,2717,1621,16,Тюменская область,TYU
2020-06-23,2667,1580,16,Тюменская область,TYU
2020-06-22,2621,1532,16,Тюменская область,TYU
2020-06-21,2574,1520,16,Тюменская область,TYU
2020-06-20,2529,1503,16,Тюменская область,TYU
2020-06-19,2480,1474,15,Тюменская область,TYU
2020-06-18,2433,1427,15,Тюменская область,TYU
2020-06-17,2382,1397,15,Тюменская область,TYU
2020-06-16,2330,1341,15,Тюменская область,TYU
2020-06-15,2269,1261,14,Тюменская область,TYU
2020-06-14,2196,1251,14,Тюменская область,TYU
2020-06-13,2119,1234,13,Тюменская область,TYU
2020-06-12,2069,1222,13,Тюменская область,TYU
2020-06-11,2047,1176,12,Тюменская область,TYU
2020-06-10,2013,1144,12,Тюменская область,TYU
2020-06-09,1981,1084,12,Тюменская область,TYU
2020-06-08,1947,1067,12,Тюменская область,TYU
2020-06-07,1908,1057,12,Тюменская область,TYU
2020-06-06,1873,1047,11,Тюменская область,TYU
2020-06-05,1834,1003,10,Тюменская область,TYU
2020-06-04,1798,962,9,Тюменская область,TYU
2020-06-03,1749,922,8,Тюменская область,TYU
2020-06-02,1702,869,8,Тюменская область,TYU
2020-06-01,1661,818,8,Тюменская область,TYU
2020-05-31,1638,812,8,Тюменская область,TYU
2020-05-30,1608,790,8,Тюменская область,TYU
2020-05-29,1580,783,7,Тюменская область,TYU
2020-06-27,1357,998,16,Удмуртская Республика,UD
2020-06-26,1334,969,15,Удмуртская Республика,UD
2020-06-25,1314,945,15,Удмуртская Республика,UD
2020-06-24,1294,941,15,Удмуртская Республика,UD
2020-06-23,1272,884,15,Удмуртская Республика,UD
2020-06-22,1254,848,15,Удмуртская Республика,UD
2020-06-21,1235,834,15,Удмуртская Республика,UD
2020-06-20,1216,827,15,Удмуртская Республика,UD
2020-06-19,1195,778,13,Удмуртская Республика,UD
2020-06-18,1175,720,12,Удмуртская Республика,UD
2020-06-17,1153,693,12,Удмуртская Республика,UD
2020-06-16,1133,626,12,Удмуртская Республика,UD
2020-06-15,1114,560,12,Удмуртская Республика,UD
2020-06-14,1094,559,12,Удмуртская Республика,UD
2020-06-13,1073,557,12,Удмуртская Республика,UD
2020-06-12,1053,551,12,Удмуртская Республика,UD
2020-06-11,1031,516,12,Удмуртская Республика,UD
2020-06-10,1011,502,12,Удмуртская Республика,UD
2020-06-09,987,478,12,Удмуртская Республика,UD
2020-06-08,963,467,12,Удмуртская Республика,UD
2020-06-07,936,467,12,Удмуртская Республика,UD
2020-06-06,904,466,12,Удмуртская Республика,UD
2020-06-05,865,460,12,Удмуртская Республика,UD
2020-06-04,822,455,12,Удмуртская Республика,UD
2020-06-03,770,438,12,Удмуртская Республика,UD
2020-06-02,717,425,12,Удмуртская Республика,UD
2020-06-01,682,412,12,Удмуртская Республика,UD
2020-05-31,652,411,12,Удмуртская Республика,UD
2020-05-30,629,410,12,Удмуртская Республика,UD
2020-05-29,605,395,12,Удмуртская Республика,UD
2020-06-27,5461,2840,36,Ульяновская область,ULY
2020-06-26,5352,2710,35,Ульяновская область,ULY
2020-06-25,5242,2659,35,Ульяновская область,ULY
2020-06-24,5133,2606,35,Ульяновская область,ULY
2020-06-23,5026,2406,35,Ульяновская область,ULY
2020-06-22,4920,2112,35,Ульяновская область,ULY
2020-06-21,4810,2052,34,Ульяновская область,ULY
2020-06-20,4700,1938,34,Ульяновская область,ULY
2020-06-19,4589,1783,30,Ульяновская область,ULY
2020-06-18,4467,1626,25,Ульяновская область,ULY
2020-06-17,4344,1523,24,Ульяновская область,ULY
2020-06-16,4195,1409,24,Ульяновская область,ULY
2020-06-15,4048,1287,21,Ульяновская область,ULY
2020-06-14,3902,1287,20,Ульяновская область,ULY
2020-06-13,3783,1267,18,Ульяновская область,ULY
2020-06-12,3633,1255,18,Ульяновская область,ULY
2020-06-11,3538,1201,18,Ульяновская область,ULY
2020-06-10,3450,1095,18,Ульяновская область,ULY
2020-06-09,3359,1013,16,Ульяновская область,ULY
2020-06-08,3265,954,16,Ульяновская область,ULY
2020-06-07,3168,954,14,Ульяновская область,ULY
2020-06-06,3074,937,13,Ульяновская область,ULY
2020-06-05,2965,897,12,Ульяновская область,ULY
2020-06-04,2870,861,12,Ульяновская область,ULY
2020-06-03,2770,832,12,Ульяновская область,ULY
2020-06-02,2672,743,10,Ульяновская область,ULY
2020-06-01,2567,713,8,Ульяновская область,ULY
2020-05-31,2466,713,8,Ульяновская область,ULY
2020-05-30,2369,700,8,Ульяновская область,ULY
2020-05-29,2271,634,8,Ульяновская область,ULY
2020-06-27,3978,2063,28,Хабаровский край,KHA
2020-06-26,3899,2048,28,Хабаровский край,KHA
2020-06-25,3824,2040,27,Хабаровский край,KHA
2020-06-24,3752,2011,26,Хабаровский край,KHA
2020-06-23,3669,1894,24,Хабаровский край,KHA
2020-06-22,3590,1837,23,Хабаровский край,KHA
2020-06-21,3524,1829,23,Хабаровский край,KHA
2020-06-20,3447,1762,23,Хабаровский край,KHA
2020-06-19,3372,1682,22,Хабаровский край,KHA
2020-06-18,3294,1634,21,Хабаровский край,KHA
2020-06-17,3226,1564,20,Хабаровский край,KHA
2020-06-16,3153,1506,19,Хабаровский край,KHA
2020-06-15,3083,1471,19,Хабаровский край,KHA
2020-06-14,3009,1458,19,Хабаровский край,KHA
2020-06-13,2938,1455,19,Хабаровский край,KHA
2020-06-12,2869,1443,19,Хабаровский край,KHA
2020-06-11,2804,1439,19,Хабаровский край,KHA
2020-06-10,2733,1402,18,Хабаровский край,KHA
2020-06-09,2661,1382,18,Хабаровский край,KHA
2020-06-08,2596,1314,17,Хабаровский край,KHA
2020-06-07,2537,1301,17,Хабаровский край,KHA
2020-06-06,2468,1296,16,Хабаровский край,KHA
2020-06-05,2398,1292,15,Хабаровский край,KHA
2020-06-04,2333,1211,14,Хабаровский край,KHA
2020-06-03,2273,1169,13,Хабаровский край,KHA
2020-06-02,2209,1083,12,Хабаровский край,KHA
2020-06-01,2142,1017,12,Хабаровский край,KHA
2020-05-31,2081,1002,11,Хабаровский край,KHA
2020-05-30,2018,958,11,Хабаровский край,KHA
2020-05-29,1959,925,11,Хабаровский край,KHA
2020-06-27,8117,4091,44,Ханты-Мансийский автономный округ,KHM
2020-06-26,7837,3862,41,Ханты-Мансийский автономный округ,KHM
2020-06-25,7542,3687,38,Ханты-Мансийский автономный округ,KHM
2020-06-24,7223,3618,38,Ханты-Мансийский автономный округ,KHM
2020-06-23,6900,3435,37,Ханты-Мансийский автономный округ,KHM
2020-06-22,6581,3287,35,Ханты-Мансийский автономный округ,KHM
2020-06-21,6286,3153,34,Ханты-Мансийский автономный округ,KHM
2020-06-20,5992,2997,33,Ханты-Мансийский автономный округ,KHM
2020-06-19,5712,2853,32,Ханты-Мансийский автономный округ,KHM
2020-06-18,5453,2663,32,Ханты-Мансийский автономный округ,KHM
2020-06-17,5210,2462,30,Ханты-Мансийский автономный округ,KHM
2020-06-16,4973,2242,29,Ханты-Мансийский автономный округ,KHM
2020-06-15,4753,2076,27,Ханты-Мансийский автономный округ,KHM
2020-06-14,4569,1946,27,Ханты-Мансийский автономный округ,KHM
2020-06-13,4340,1804,26,Ханты-Мансийский автономный округ,KHM
2020-06-12,4157,1657,24,Ханты-Мансийский автономный округ,KHM
2020-06-11,4007,1559,24,Ханты-Мансийский автономный округ,KHM
2020-06-10,3821,1468,23,Ханты-Мансийский автономный округ,KHM
2020-06-09,3624,1204,21,Ханты-Мансийский автономный округ,KHM
2020-06-08,3475,1186,21,Ханты-Мансийский автономный округ,KHM
2020-06-07,3346,1126,20,Ханты-Мансийский автономный округ,KHM
2020-06-06,3231,1112,20,Ханты-Мансийский автономный округ,KHM
2020-06-05,3104,1044,18,Ханты-Мансийский автономный округ,KHM
2020-06-04,2987,979,18,Ханты-Мансийский автономный округ,KHM
2020-06-03,2847,936,18,Ханты-Мансийский автономный округ,KHM
2020-06-02,2736,870,18,Ханты-Мансийский автономный округ,KHM
2020-06-01,2587,809,18,Ханты-Мансийский автономный округ,KHM
2020-05-31,2436,782,18,Ханты-Мансийский автономный округ,KHM
2020-05-30,2300,752,18,Ханты-Мансийский автономный округ,KHM
2020-05-29,2133,728,17,Ханты-Мансийский автономный округ,KHM
2020-06-27,6760,3560,88,Челябинская область,CHE
2020-06-26,6602,3500,88,Челябинская область,CHE
2020-06-25,6442,3500,70,Челябинская область,CHE
2020-06-24,6268,3343,70,Челябинская область,CHE
2020-06-23,6083,3015,70,Челябинская область,CHE
2020-06-22,5825,2955,62,Челябинская область,CHE
2020-06-21,5649,2928,61,Челябинская область,CHE
2020-06-20,5467,2888,61,Челябинская область,CHE
2020-06-19,5291,2640,60,Челябинская область,CHE
2020-06-18,5125,2600,51,Челябинская область,CHE
2020-06-17,4958,2560,47,Челябинская область,CHE
2020-06-16,4822,2463,47,Челябинская область,CHE
2020-06-15,4651,2434,47,Челябинская область,CHE
2020-06-14,4482,2399,43,Челябинская область,CHE
2020-06-13,4341,2309,40,Челябинская область,CHE
2020-06-12,4221,2187,37,Челябинская область,CHE
2020-06-11,4130,2099,37,Челябинская область,CHE
2020-06-10,4015,1967,37,Челябинская область,CHE
2020-06-09,3880,1867,33,Челябинская область,CHE
2020-06-08,3737,1801,31,Челябинская область,CHE
2020-06-07,3614,1721,28,Челябинская область,CHE
2020-06-06,3499,1651,26,Челябинская область,CHE
2020-06-05,3371,1540,23,Челябинская область,CHE
2020-06-04,3263,1479,21,Челябинская область,CHE
2020-06-03,3150,1394,20,Челябинская область,CHE
2020-06-02,3042,1336,19,Челябинская область,CHE
2020-06-01,2929,1323,18,Челябинская область,CHE
2020-05-31,2795,1258,16,Челябинская область,CHE
2020-05-30,2659,1180,16,Челябинская область,CHE
2020-05-29,2509,1106,15,Челябинская область,CHE
2020-06-27,1677,1180,21,Чеченская Республика,CE
2020-06-26,1664,1177,21,Чеченская Республика,CE
2020-06-25,1654,1176,21,Чеченская Республика,CE
2020-06-24,1645,1175,20,Чеченская Республика,CE
2020-06-23,1634,1174,20,Чеченская Республика,CE
2020-06-22,1619,1153,20,Чеченская Республика,CE
2020-06-21,1600,1153,20,Чеченская Республика,CE
2020-06-20,1579,1153,20,Чеченская Республика,CE
2020-06-19,1560,1147,19,Чеченская Республика,CE
2020-06-18,1543,1147,19,Чеченская Республика,CE
2020-06-17,1529,1145,19,Чеченская Республика,CE
2020-06-16,1513,1137,17,Чеченская Республика,CE
2020-06-15,1496,1128,17,Чеченская Республика,CE
2020-06-14,1481,1128,17,Чеченская Республика,CE
2020-06-13,1464,1123,17,Чеченская Республика,CE
2020-06-12,1441,1121,17,Чеченская Республика,CE
2020-06-11,1420,1119,16,Чеченская Республика,CE
2020-06-10,1400,1073,16,Чеченская Республика,CE
2020-06-09,1384,1024,16,Чеченская Республика,CE
2020-06-08,1365,993,15,Чеченская Республика,CE
2020-06-07,1345,990,14,Чеченская Республика,CE
2020-06-06,1326,988,14,Чеченская Республика,CE
2020-06-05,1306,982,14,Чеченская Республика,CE
2020-06-04,1291,973,14,Чеченская Республика,CE
2020-06-03,1278,894,14,Чеченская Республика,CE
2020-06-02,1264,847,13,Чеченская Республика,CE
2020-06-01,1247,836,13,Чеченская Республика,CE
2020-05-31,1227,828,13,Чеченская Республика,CE
2020-05-30,1209,825,13,Чеченская Республика,CE
2020-05-29,1192,787,13,Чеченская Республика,CE
2020-06-27,138,125,1,Чукотский автономный округ,CHU
2020-06-26,136,123,1,Чукотский автономный округ,CHU
2020-06-25,135,122,1,Чукотский автономный округ,CHU
2020-06-24,135,122,1,Чукотский автономный округ,CHU
2020-06-23,134,111,1,Чукотский автономный округ,CHU
2020-06-22,133,105,1,Чукотский автономный округ,CHU
2020-06-21,133,103,1,Чукотский автономный округ,CHU
2020-06-20,132,98,1,Чукотский автономный округ,CHU
2020-06-19,130,98,1,Чукотский автономный округ,CHU
2020-06-18,129,91,1,Чукотский автономный округ,CHU
2020-06-17,129,89,1,Чукотский автономный округ,CHU
2020-06-16,129,88,1,Чукотский автономный округ,CHU
2020-06-15,129,84,1,Чукотский автономный округ,CHU
2020-06-14,129,83,1,Чукотский автономный округ,CHU
2020-06-13,129,77,1,Чукотский автономный округ,CHU
2020-06-12,120,70,1,Чукотский автономный округ,CHU
2020-06-11,114,70,1,Чукотский автономный округ,CHU
2020-06-10,112,69,1,Чукотский автономный округ,CHU
2020-06-09,110,68,1,Чукотский автономный округ,CHU
2020-06-08,106,65,1,Чукотский автономный округ,CHU
2020-06-07,106,65,1,Чукотский автономный округ,CHU
2020-06-06,102,63,1,Чукотский автономный округ,CHU
2020-06-05,97,61,1,Чукотский автономный округ,CHU
2020-06-04,91,60,1,Чукотский автономный округ,CHU
2020-06-03,87,59,1,Чукотский автономный округ,CHU
2020-06-02,81,56,1,Чукотский автономный округ,CHU
2020-06-01,80,55,1,Чукотский автономный округ,CHU
2020-05-31,80,54,1,Чукотский автономный округ,CHU
2020-05-30,78,53,1,Чукотский автономный округ,CHU
2020-05-29,73,50,1,Чукотский автономный округ,CHU
2020-06-27,5005,2153,34,Ямало-Ненецкий автономный округ,YAN
2020-06-26,4858,2058,34,Ямало-Ненецкий автономный округ,YAN
2020-06-25,4709,2006,34,Ямало-Ненецкий автономный округ,YAN
2020-06-24,4553,1967,33,Ямало-Ненецкий автономный округ,YAN
2020-06-23,4416,1904,30,Ямало-Ненецкий автономный округ,YAN
2020-06-22,4271,1862,27,Ямало-Ненецкий автономный округ,YAN
2020-06-21,4131,1818,25,Ямало-Ненецкий автономный округ,YAN
2020-06-20,3966,1791,25,Ямало-Ненецкий автономный округ,YAN
2020-06-19,3834,1733,22,Ямало-Ненецкий автономный округ,YAN
2020-06-18,3713,1695,21,Ямало-Ненецкий автономный округ,YAN
2020-06-17,3586,1643,21,Ямало-Ненецкий автономный округ,YAN
2020-06-16,3505,1559,18,Ямало-Ненецкий автономный округ,YAN
2020-06-15,3412,1499,17,Ямало-Ненецкий автономный округ,YAN
2020-06-14,3325,1496,16,Ямало-Ненецкий автономный округ,YAN
2020-06-13,3211,1491,15,Ямало-Ненецкий автономный округ,YAN
2020-06-12,3086,1487,15,Ямало-Ненецкий автономный округ,YAN
2020-06-11,2964,1485,13,Ямало-Ненецкий автономный округ,YAN
2020-06-10,2887,1482,13,Ямало-Ненецкий автономный округ,YAN
2020-06-09,2833,1475,13,Ямало-Ненецкий автономный округ,YAN
2020-06-08,2777,1475,11,Ямало-Ненецкий автономный округ,YAN
2020-06-07,2694,1429,11,Ямало-Ненецкий автономный округ,YAN
2020-06-06,2621,1376,11,Ямало-Ненецкий автономный округ,YAN
2020-06-05,2579,1340,11,Ямало-Ненецкий автономный округ,YAN
2020-06-04,2534,1307,11,Ямало-Ненецкий автономный округ,YAN
2020-06-03,2479,1207,11,Ямало-Ненецкий автономный округ,YAN
2020-06-02,2466,1163,10,Ямало-Ненецкий автономный округ,YAN
2020-06-01,2415,984,10,Ямало-Ненецкий автономный округ,YAN
2020-05-31,2375,975,9,Ямало-Ненецкий автономный округ,YAN
2020-05-30,2310,953,9,Ямало-Ненецкий автономный округ,YAN
2020-05-29,2280,898,9,Ямало-Ненецкий автономный округ,YAN
2020-06-27,4658,2996,19,Ярославская область,YAR
2020-06-26,4614,2950,18,Ярославская область,YAR
2020-06-25,4571,2903,18,Ярославская область,YAR
2020-06-24,4526,2864,18,Ярославская область,YAR
2020-06-23,4482,2686,17,Ярославская область,YAR
2020-06-22,4435,2469,17,Ярославская область,YAR
2020-06-21,4390,2453,17,Ярославская область,YAR
2020-06-20,4342,2399,17,Ярославская область,YAR
2020-06-19,4295,2198,16,Ярославская область,YAR
2020-06-18,4256,2037,16,Ярославская область,YAR
2020-06-17,4211,1941,16,Ярославская область,YAR
2020-06-16,4162,1819,16,Ярославская область,YAR
2020-06-15,4121,1662,16,Ярославская область,YAR
2020-06-14,4073,1660,16,Ярославская область,YAR
2020-06-13,4020,1640,16,Ярославская область,YAR
2020-06-12,3963,1639,16,Ярославская область,YAR
2020-06-11,3903,1530,15,Ярославская область,YAR
2020-06-10,3844,1452,15,Ярославская область,YAR
2020-06-09,3781,1310,15,Ярославская область,YAR
2020-06-08,3714,1180,15,Ярославская область,YAR
2020-06-07,3646,1176,15,Ярославская область,YAR
2020-06-06,3576,1169,15,Ярославская область,YAR
2020-06-05,3501,1007,15,Ярославская область,YAR
2020-06-04,3430,951,15,Ярославская область,YAR
2020-06-03,3356,896,14,Ярославская область,YAR
2020-06-02,3284,826,14,Ярославская область,YAR
2020-06-01,3210,756,14,Ярославская область,YAR
2020-05-31,3132,756,14,Ярославская область,YAR
2020-05-30,3055,751,14,Ярославская область,YAR
2020-05-29,2976,698,14,Ярославская область,YAR
