date,sick,healed,died,region,code
2020-06-20,2931,1817,23,Республика Мордовия,MO
2020-06-19,2874,1812,23,Республика Мордовия,MO
2020-06-18,2818,1755,22,Республика Мордовия,MO
2020-06-17,2762,1697,22,Республика Мордовия,MO
2020-06-16,2707,1680,22,Республика Мордовия,MO
2020-06-15,2652,1471,21,Республика Мордовия,MO
2020-06-14,2596,1470,21,Республика Мордовия,MO
2020-06-13,2538,1351,20,Республика Мордовия,MO
2020-06-12,2480,1327,20,Республика Мордовия,MO
2020-06-11,2418,1297,20,Республика Мордовия,MO
2020-06-10,2360,1225,18,Республика Мордовия,MO
2020-06-09,2296,1191,18,Республика Мордовия,MO
2020-06-08,2230,1155,18,Республика Мордовия,MO
2020-06-07,2185,1123,18,Республика Мордовия,MO
2020-06-06,2138,1111,18,Республика Мордовия,MO
2020-06-05,2098,1064,15,Республика Мордовия,MO
2020-06-04,2051,1016,14,Республика Мордовия,MO
2020-06-03,2012,954,14,Республика Мордовия,MO
2020-06-02,1970,898,13,Республика Мордовия,MO
2020-06-01,1931,827,12,Республика Мордовия,MO
2020-05-31,1895,799,12,Республика Мордовия,MO
2020-05-30,1860,777,12,Республика Мордовия,MO
2020-05-29,1820,738,12,Республика Мордовия,MO
2020-06-27,4075,2844,28,Республика Саха (Якутия),SA
2020-06-26,4013,2802,27,Республика Саха (Якутия),SA
2020-06-25,3963,2757,25,Республика Саха (Якутия),SA
2020-06-24,3891,2689,24,Республика Саха (Якутия),SA
2020-06-23,3817,2587,24,Республика Саха (Якутия),SA
2020-06-22,3742,2526,24,Республика Саха (Якутия),SA
2020-06-21,3657,2452,23,Республика Саха (Якутия),SA
2020-06-20,3570,2416,23,Республика Саха (Якутия),SA
2020-06-19,3486,2328,23,Республика Саха (Якутия),SA
2020-06-18,3389,2252,23,Республика Саха (Якутия),SA
2020-06-17,3290,2148,23,Республика Саха (Якутия),SA
2020-06-16,3199,2028,23,Республика Саха (Якутия),SA
2020-06-15,3122,1899,23,Республика Саха (Якутия),SA
2020-06-14,3037,1862,20,Республика Саха (Якутия),SA
2020-06-13,2968,1826,20,Республика Саха (Якутия),SA
2020-06-12,2898,1751,20,Республика Саха (Якутия),SA
2020-06-11,2822,1634,20,Республика Саха (Якутия),SA
2020-06-10,2753,1560,19,Республика Саха (Якутия),SA
2020-06-09,2686,1428,15,Республика Саха (Якутия),SA
2020-06-08,2611,1343,15,Республика Саха (Якутия),SA
2020-06-07,2531,1311,15,Республика Саха (Якутия),SA
2020-06-06,2453,1242,15,Республика Саха (Якутия),SA
2020-06-05,2380,1177,14,Республика Саха (Якутия),SA
2020-06-04,2308,1071,11,Республика Саха (Якутия),SA
2020-06-03,2214,1015,9,Республика Саха (Якутия),SA
2020-06-02,2116,943,8,Республика Саха (Якутия),SA
2020-06-01,2042,903,8,Республика Саха (Якутия),SA
2020-05-31,1930,857,8,Республика Саха (Якутия),SA
2020-05-30,1819,824,8,Республика Саха (Якутия),SA
2020-05-29,1705,770,8,Республика Саха (Якутия),SA
2020-06-27,3935,3485,67,Республика Северная Осетия - Алания,SE
2020-06-26,3910,3455,67,Республика Северная Осетия - Алания,SE
2020-06-25,3883,3435,66,Республика Северная Осетия - Алания,SE
2020-06-24,3854,3412,66,Республика Северная Осетия - Алания,SE
2020-06-23,3826,3386,66,Республика Северная Осетия - Алания,SE
2020-06-22,3798,3370,66,Республика Северная Осетия - Алания,SE
2020-06-21,3768,3354,66,Республика Северная Осетия - Алания,SE
2020-06-20,3737,3334,66,Республика Северная Осетия - Алания,SE
2020-06-19,3706,3312,66,Республика Северная Осетия - Алания,SE
2020-06-18,3676,3290,66,Республика Северная Осетия - Алания,SE
2020-06-17,3645,3267,66,Республика Северная Осетия - Алания,SE
2020-06-16,3613,3247,66,Республика Северная Осетия - Алания,SE
2020-06-15,3581,3222,66,Республика Северная Осетия - Алания,SE
2020-06-14,3547,3212,66,Республика Северная Осетия - Алания,SE
2020-06-13,3513,3190,66,Республика Северная Осетия - Алания,SE
2020-06-12,3477,3186,58,Республика Северная Осетия - Алания,SE
2020-06-11,3440,3165,58,Республика Северная Осетия - Алания,SE
2020-06-10,3403,3142,57,Республика Северная Осетия - Алания,SE
2020-06-09,3364,3121,57,Республика Северная Осетия - Алания,SE
2020-06-08,3324,3100,57,Республика Северная Осетия - Алания,SE
2020-06-07,3283,3066,57,Республика Северная Осетия - Алания,SE
2020-06-06,3241,3033,57,Республика Северная Осетия - Алания,SE
2020-06-05,3197,2702,57,Республика Северная Осетия - Алания,SE
2020-06-04,3151,2536,57,Республика Северная Осетия - Алания,SE
2020-06-03,3104,2231,57,Республика Северная Осетия - Алания,SE
2020-06-02,3055,2070,56,Республика Северная Осетия - Алания,SE
2020-06-01,3005,1968,50,Республика Северная Осетия - Алания,SE
2020-05-31,2957,1952,46,Республика Северная Осетия - Алания,SE
2020-05-30,2907,1918,46,Республика Северная Осетия - Алания,SE
2020-05-29,2858,1758,43,Республика Северная Осетия - Алания,SE
2020-06-27,4431,3690,11,Республика Татарстан,TT
2020-06-26,4390,3684,11,Республика Татарстан,TT
2020-06-25,4350,3661,11,Республика Татарстан,TT
2020-06-24,4310,3656,11,Республика Татарстан,TT
2020-06-23,4271,3652,11,Республика Татарстан,TT
2020-06-22,4231,3647,11,Республика Татарстан,TT
2020-06-21,4192,3645,11,Республика Татарстан,TT
2020-06-20,4152,3640,11,Республика Татарстан,TT
2020-06-19,4114,3635,11,Республика Татарстан,TT
2020-06-18,4078,3632,10,Республика Татарстан,TT
2020-06-17,4040,3628,10,Республика Татарстан,TT
2020-06-16,4001,3624,10,Республика Татарстан,TT
2020-06-15,3958,3621,10,Республика Татарстан,TT
2020-06-14,3914,3617,10,Республика Татарстан,TT
2020-06-13,3868,3614,10,Республика Татарстан,TT
2020-06-12,3823,3611,10,Республика Татарстан,TT
2020-06-11,3774,3607,10,Республика Татарстан,TT
2020-06-10,3720,3586,10,Республика Татарстан,TT
2020-06-09,3665,3563,10,Республика Татарстан,TT
2020-06-08,3611,3543,10,Республика Татарстан,TT
2020-06-07,3558,3477,10,Республика Татарстан,TT
2020-06-06,3504,3450,10,Республика Татарстан,TT
2020-06-05,3452,3235,10,Республика Татарстан,TT
2020-06-04,3402,3130,10,Республика Татарстан,TT
2020-06-03,3351,2991,10,Республика Татарстан,TT
2020-06-02,3297,2814,10,Республика Татарстан,TT
2020-06-01,3244,2690,10,Республика Татарстан,TT
2020-05-31,3194,2616,10,Республика Татарстан,TT
2020-05-30,3142,2585,10,Республика Татарстан,TT
2020-05-29,3079,2482,10,Республика Татарстан,TT
2020-06-27,4111,997,3,Республика Тыва,TY
2020-06-26,3983,899,3,Республика Тыва,TY
2020-06-25,3853,774,3,Республика Тыва,TY
2020-06-24,3713,655,3,Республика Тыва,TY
2020-06-23,3575,603,3,Республика Тыва,TY
2020-06-22,3435,579,3,Республика Тыва,TY
2020-06-21,3285,579,3,Республика Тыва,TY
2020-06-20,3138,553,3,Республика Тыва,TY
2020-06-19,2998,526,3,Республика Тыва,TY
2020-06-18,2883,497,3,Республика Тыва,TY
2020-06-17,2761,447,3,Республика Тыва,TY
2020-06-16,2651,409,2,Республика Тыва,TY
2020-06-15,2566,393,2,Республика Тыва,TY
2020-06-14,2494,386,2,Республика Тыва,TY
2020-06-13,2304,378,2,Республика Тыва,TY
2020-06-12,2203,373,2,Республика Тыва,TY
2020-06-11,2027,368,2,Республика Тыва,TY
2020-06-10,1914,359,2,Республика Тыва,TY
2020-06-09,1835,337,2,Республика Тыва,TY
2020-06-08,1738,273,2,Республика Тыва,TY
2020-06-07,1607,267,2,Республика Тыва,TY
2020-06-06,1489,250,2,Республика Тыва,TY
2020-06-05,1391,232,2,Республика Тыва,TY
2020-06-04,1297,227,2,Республика Тыва,TY
2020-06-03,1221,227,2,Республика Тыва,TY
2020-06-02,1161,174,2,Республика Тыва,TY
2020-06-01,1115,93,2,Республика Тыва,TY
2020-05-31,1055,91,2,Республика Тыва,TY
2020-05-30,997,91,2,Республика Тыва,TY
2020-05-29,942,86,2,Республика Тыва,TY
2020-06-27,1771,1310,15,Республика Хакасия,KK
2020-06-26,1735,1286,15,Республика Хакасия,KK
2020-06-25,1696,1257,15,Республика Хакасия,KK
2020-06-24,1661,1255,15,Республика Хакасия,KK
2020-06-23,1631,1218,15,Республика Хакасия,KK
2020-06-22,1612,1161,13,Республика Хакасия,KK
2020-06-21,1583,1161,13,Республика Хакасия,KK
2020-06-20,1537,1159,13,Республика Хакасия,KK
2020-06-19,1490,1148,13,Республика Хакасия,KK
2020-06-18,1444,1131,12,Республика Хакасия,KK
2020-06-17,1409,1099,12,Республика Хакасия,KK
2020-06-16,1381,1058,10,Республика Хакасия,KK
2020-06-15,1356,947,10,Республика Хакасия,KK
2020-06-14,1332,913,10,Республика Хакасия,KK
2020-06-13,1299,905,10,Республика Хакасия,KK
2020-06-12,1266,902,10,Республика Хакасия,KK
2020-06-11,1229,871,10,Республика Хакасия,KK
2020-06-10,1191,851,10,Республика Хакасия,KK
2020-06-09,1165,822,10,Республика Хакасия,KK
2020-06-08,1141,782,10,Республика Хакасия,KK
2020-06-07,1128,757,10,Республика Хакасия,KK
2020-06-06,1111,711,10,Республика Хакасия,KK
2020-06-05,1102,680,10,Республика Хакасия,KK
2020-06-04,1077,655,10,Республика Хакасия,KK
2020-06-03,1052,609,10,Республика Хакасия,KK
2020-06-02,1020,585,10,Республика Хакасия,KK
2020-06-01,985,564,10,Республика Хакасия,KK
2020-05-31,964,563,10,Республика Хакасия,KK
2020-05-30,940,558,10,Республика Хакасия,KK
2020-05-29,910,531,10,Республика Хакасия,KK
2020-06-27,4915,2830,28,Республика Чувашия,CU
2020-06-26,4860,2807,28,Республика Чувашия,CU
2020-06-25,4802,2767,25,Республика Чувашия,CU
2020-06-24,4740,2717,25,Республика Чувашия,CU
2020-06-23,4678,2605,24,Республика Чувашия,CU
2020-06-22,4612,2558,24,Республика Чувашия,CU
2020-06-21,4541,2538,23,Республика Чувашия,CU
2020-06-20,4472,2506,23,Республика Чувашия,CU
2020-06-19,4401,2424,21,Республика Чувашия,CU
2020-06-18,4331,2361,21,Республика Чувашия,CU
2020-06-17,4259,2346,21,Республика Чувашия,CU
2020-06-16,4186,2261,18,Республика Чувашия,CU
2020-06-15,4112,2197,18,Республика Чувашия,CU
2020-06-14,4033,2156,18,Республика Чувашия,CU
2020-06-13,3956,2105,18,Республика Чувашия,CU
2020-06-12,3878,2030,18,Республика Чувашия,CU
2020-06-11,3802,1957,18,Республика Чувашия,CU
2020-06-10,3725,1829,18,Республика Чувашия,CU
2020-06-09,3646,1769,18,Республика Чувашия,CU
2020-06-08,3561,1727,16,Республика Чувашия,CU
2020-06-07,3475,1625,16,Республика Чувашия,CU
2020-06-06,3395,1525,16,Республика Чувашия,CU
2020-06-05,3311,1476,15,Республика Чувашия,CU
2020-06-04,3231,1431,15,Республика Чувашия,CU
2020-06-03,3148,1369,14,Республика Чувашия,CU
2020-06-02,3061,1319,14,Республика Чувашия,CU
2020-06-01,2973,1272,14,Республика Чувашия,CU
2020-05-31,2885,1242,14,Республика Чувашия,CU
2020-05-30,2798,1212,14,Республика Чувашия,CU
2020-05-29,2709,1187,12,Республика Чувашия,CU
2020-06-27,9311,5353,115,Ростовская область,ROS
2020-06-26,9195,5082,105,Ростовская область,ROS
2020-06-25,9074,4778,100,Ростовская область,ROS
2020-06-24,8950,4651,97,Ростовская область,ROS
2020-06-23,8815,4378,94,Ростовская область,ROS
2020-06-22,8675,4198,90,Ростовская область,ROS
2020-06-21,8534,4109,90,Ростовская область,ROS
2020-06-20,8381,4018,85,Ростовская область,ROS
2020-06-19,8236,3878,80,Ростовская область,ROS
2020-06-18,8097,3526,76,Ростовская область,ROS
2020-06-17,7951,3320,72,Ростовская область,ROS
2020-06-16,7799,3159,71,Ростовская область,ROS
2020-06-15,7641,2979,67,Ростовская область,ROS
2020-06-14,7481,2931,67,Ростовская область,ROS
2020-06-13,7314,2875,65,Ростовская область,ROS
2020-06-12,7152,2831,64,Ростовская область,ROS
2020-06-11,6954,2702,59,Ростовская область,ROS
2020-06-10,6734,2550,54,Ростовская область,ROS
2020-06-09,6542,2469,51,Ростовская область,ROS
2020-06-08,6355,2343,48,Ростовская область,ROS
2020-06-07,6166,2310,47,Ростовская область,ROS
2020-06-06,5965,2245,46,Ростовская область,ROS
2020-06-05,5753,2157,43,Ростовская область,ROS
2020-06-04,5557,2049,43,Ростовская область,ROS
2020-06-03,5373,1950,40,Ростовская область,ROS
2020-06-02,5195,1834,40,Ростовская область,ROS
2020-06-01,4942,1742,38,Ростовская область,ROS
2020-05-31,4758,1717,38,Ростовская область,ROS
2020-05-30,4580,1672,38,Ростовская область,ROS
2020-05-29,4428,1590,36,Ростовская область,ROS
2020-06-27,5069,3395,18,Рязанская область,RYA
2020-06-26,5027,3350,18,Рязанская область,RYA
2020-06-25,4984,3294,17,Рязанская область,RYA
2020-06-24,4943,3281,17,Рязанская область,RYA
2020-06-23,4900,3147,17,Рязанская область,RYA
2020-06-22,4855,2959,17,Рязанская область,RYA
2020-06-21,4808,2951,17,Рязанская область,RYA
2020-06-20,4759,2936,16,Рязанская область,RYA
2020-06-19,4708,2802,15,Рязанская область,RYA
2020-06-18,4656,2619,14,Рязанская область,RYA
2020-06-17,4606,2453,14,Рязанская область,RYA
2020-06-16,4557,2316,12,Рязанская область,RYA
2020-06-15,4507,2091,12,Рязанская область,RYA
2020-06-14,4458,2046,12,Рязанская область,RYA
2020-06-13,4401,2025,12,Рязанская область,RYA
2020-06-12,4345,2007,11,Рязанская область,RYA
2020-06-11,4287,1875,11,Рязанская область,RYA
2020-06-10,4228,1747,10,Рязанская область,RYA
2020-06-09,4164,1611,10,Рязанская область,RYA
2020-06-08,4088,1458,10,Рязанская область,RYA
2020-06-07,4013,1448,10,Рязанская область,RYA
2020-06-06,3940,1433,10,Рязанская область,RYA
2020-06-05,3872,1330,10,Рязанская область,RYA
2020-06-04,3801,1229,10,Рязанская область,RYA
2020-06-03,3728,1169,9,Рязанская область,RYA
2020-06-02,3653,1075,9,Рязанская область,RYA
2020-06-01,3581,973,7,Рязанская область,RYA
2020-05-31,3508,956,7,Рязанская область,RYA
2020-05-30,3432,945,7,Рязанская область,RYA
2020-05-29,3358,894,7,Рязанская область,RYA
2020-06-27,4676,2576,53,Самарская область,SAM
2020-06-26,4617,2478,53,Самарская область,SAM
2020-06-25,4557,2429,53,Самарская область,SAM
2020-06-24,4502,2405,53,Самарская область,SAM
2020-06-23,4451,2309,53,Самарская область,SAM
2020-06-22,4388,2272,53,Самарская область,SAM
2020-06-21,4325,2235,53,Самарская область,SAM
2020-06-20,4250,2196,53,Самарская область,SAM
2020-06-19,4183,2110,53,Самарская область,SAM
2020-06-18,4100,2078,53,Самарская область,SAM
2020-06-17,4024,2018,51,Самарская область,SAM
2020-06-16,3980,1942,50,Самарская область,SAM
2020-06-15,3910,1931,49,Самарская область,SAM
2020-06-14,3804,1889,46,Самарская область,SAM
2020-06-13,3694,1847,43,Самарская область,SAM
2020-06-12,3548,1741,40,Самарская область,SAM
2020-06-11,3470,1651,37,Самарская область,SAM
2020-06-10,3359,1570,34,Самарская область,SAM
2020-06-09,3246,1485,32,Самарская область,SAM
2020-06-08,3200,1449,29,Самарская область,SAM
2020-06-07,3114,1425,27,Самарская область,SAM
2020-06-06,3026,1348,25,Самарская область,SAM
2020-06-05,2922,1282,23,Самарская область,SAM
2020-06-04,2833,1212,23,Самарская область,SAM
2020-06-03,2770,1138,23,Самарская область,SAM
2020-06-02,2724,1072,22,Самарская область,SAM
2020-06-01,2648,1060,20,Самарская область,SAM
2020-05-31,2612,1025,20,Самарская область,SAM
2020-05-30,2527,948,20,Самарская область,SAM
2020-05-29,2485,892,20,Самарская область,SAM
2020-06-27,23518,16211,1065,Санкт-Петербург,SPE
2020-06-26,23294,15495,1008,Санкт-Петербург,SPE
2020-06-25,23071,15100,961,Санкт-Петербург,SPE
2020-06-24,22850,14511,942,Санкт-Петербург,SPE
2020-06-23,22632,13868,904,Санкт-Петербург,SPE
2020-06-22,22412,13647,869,Санкт-Петербург,SPE
2020-06-21,22195,13463,840,Санкт-Петербург,SPE
2020-06-20,21966,12965,814,Санкт-Петербург,SPE
2020-06-19,21734,12171,793,Санкт-Петербург,SPE
2020-06-18,21506,11324,756,Санкт-Петербург,SPE
2020-06-17,21275,10687,727,Санкт-Петербург,SPE
2020-06-16,21047,9971,689,Санкт-Петербург,SPE
2020-06-15,20813,9739,635,Санкт-Петербург,SPE
2020-06-14,20561,9677,597,Санкт-Петербург,SPE
2020-06-13,20305,9561,569,Санкт-Петербург,SPE
2020-06-12,20043,9276,561,Санкт-Петербург,SPE
2020-06-11,19769,8864,520,Санкт-Петербург,SPE
2020-06-10,19466,8521,482,Санкт-Петербург,SPE
2020-06-09,19153,8101,433,Санкт-Петербург,SPE
2020-06-08,18835,7915,392,Санкт-Петербург,SPE
2020-06-07,18509,7759,377,Санкт-Петербург,SPE
2020-06-06,18169,7462,346,Санкт-Петербург,SPE
2020-06-05,17822,7076,291,Санкт-Петербург,SPE
2020-06-04,17444,6695,264,Санкт-Петербург,SPE
2020-06-03,17069,6331,240,Санкт-Петербург,SPE
2020-06-02,16689,6008,223,Санкт-Петербург,SPE
2020-06-01,16313,5748,213,Санкт-Петербург,SPE
2020-05-31,15949,5680,204,Санкт-Петербург,SPE
2020-05-30,15580,5373,191,Санкт-Петербург,SPE
2020-05-29,15215,5113,178,Санкт-Петербург,SPE
2020-06-27,6115,3158,42,Саратовская область,SAR
2020-06-26,6003,3034,42,Саратовская область,SAR
2020-06-25,5892,2922,42,Саратовская область,SAR
2020-06-24,5782,2895,42,Саратовская область,SAR
2020-06-23,5671,2789,42,Саратовская область,SAR
2020-06-22,5562,2640,41,Саратовская область,SAR
2020-06-21,5450,2618,41,Саратовская область,SAR
2020-06-20,5335,2595,41,Саратовская область,SAR
2020-06-19,5217,2507,40,Саратовская область,SAR
2020-06-18,5101,2396,40,Саратовская область,SAR
2020-06-17,4982,2317,39,Саратовская область,SAR
2020-06-16,4857,2204,39,Саратовская область,SAR
2020-06-15,4734,2071,38,Саратовская область,SAR
2020-06-14,4606,2052,38,Саратовская область,SAR
2020-06-13,4480,2014,38,Саратовская область,SAR
2020-06-12,4362,1980,37,Саратовская область,SAR
2020-06-11,4246,1811,37,Саратовская область,SAR
2020-06-10,4132,1699,37,Саратовская область,SAR
2020-06-09,4015,1596,37,Саратовская область,SAR
2020-06-08,3900,1573,37,Саратовская область,SAR
2020-06-07,3763,1547,36,Саратовская область,SAR
2020-06-06,3651,1462,36,Саратовская область,SAR
2020-06-05,3553,1404,35,Саратовская область,SAR
2020-06-04,3457,1361,35,Саратовская область,SAR
2020-06-03,3363,1288,34,Саратовская область,SAR
2020-06-02,3269,1206,34,Саратовская область,SAR
2020-06-01,3174,1158,34,Саратовская область,SAR
2020-05-31,3078,1153,34,Саратовская область,SAR
2020-05-30,2936,1118,34,Саратовская область,SAR
2020-05-29,2840,1033,34,Саратовская область,SAR
2020-06-27,721,120,0,Сахалинская область,SAK
2020-06-26,702,120,0,Сахалинская область,SAK
2020-06-25,663,119,0,Сахалинская область,SAK
2020-06-24,628,115,0,Сахалинская область,SAK
2020-06-23,567,103,0,Сахалинская область,SAK
2020-06-22,566,103,0,Сахалинская область,SAK
2020-06-21,525,102,0,Сахалинская область,SAK
2020-06-20,495,102,0,Сахалинская область,SAK
2020-06-19,447,100,0,Сахалинская область,SAK
2020-06-18,423,100,0,Сахалинская область,SAK
2020-06-17,394,98,0,Сахалинская область,SAK
2020-06-16,362,98,0,Сахалинская область,SAK
2020-06-15,343,98,0,Сахалинская область,SAK
2020-06-14,330,98,0,Сахалинская область,SAK
2020-06-13,320,98,0,Сахалинская область,SAK
2020-06-12,305,71,0,Сахалинская область,SAK
2020-06-11,264,71,0,Сахалинская область,SAK
2020-06-10,250,71,0,Сахалинская область,SAK
2020-06-09,216,71,0,Сахалинская область,SAK
2020-06-08,204,71,0,Сахалинская область,SAK
2020-06-07,188,71,0,Сахалинская область,SAK
2020-06-06,170,63,0,Сахалинская область,SAK
2020-06-05,160,63,0,Сахалинская область,SAK
2020-06-04,147,62,0,Сахалинская область,SAK
2020-06-03,143,62,0,Сахалинская область,SAK
2020-06-02,133,54,0,Сахалинская область,SAK
2020-06-01,118,53,0,Сахалинская область,SAK
2020-05-31,115,53,0,Сахалинская область,SAK
2020-05-30,101,53,0,Сахалинская область,SAK
2020-05-29,94,53,0,Сахалинская область,SAK
2020-06-27,12093,7009,90,Свердловская область,SVE
2020-06-26,11877,6786,85,Свердловская область,SVE
2020-06-25,11684,6496,82,Свердловская область,SVE
2020-06-24,11492,6250,79,Свердловская область,SVE
2020-06-23,11311,5972,75,Свердловская область,SVE
2020-06-22,11129,5566,71,Свердловская область,SVE
2020-06-21,10932,5496,70,Свердловская область,SVE
2020-06-20,10725,5359,69,Свердловская область,SVE
2020-06-19,10501,5060,64,Свердловская область,SVE
2020-06-18,10247,4853,60,Свердловская область,SVE
2020-06-17,10016,4657,57,Свердловская область,SVE
2020-06-16,9789,4469,54,Свердловская область,SVE
2020-06-15,9558,4235,50,Свердловская область,SVE
2020-06-14,9325,4144,50,Свердловская область,SVE
2020-06-13,9071,4021,50,Свердловская область,SVE
2020-06-12,8826,3912,48,Свердловская область,SVE
2020-06-11,8506,3790,48,Свердловская область,SVE
2020-06-10,8194,3642,48,Свердловская область,SVE
2020-06-09,7910,3495,46,Свердловская область,SVE
2020-06-08,7668,3273,43,Свердловская область,SVE
2020-06-07,7419,3239,41,Свердловская область,SVE
2020-06-06,7179,3166,39,Свердловская область,SVE
2020-06-05,6930,2997,37,Свердловская область,SVE
2020-06-04,6679,2827,35,Свердловская область,SVE
2020-06-03,6381,2680,33,Свердловская область,SVE
2020-06-02,6024,2510,31,Свердловская область,SVE
2020-06-01,5732,2337,29,Свердловская область,SVE
2020-05-31,5449,2173,27,Свердловская область,SVE
2020-05-30,5184,2142,26,Свердловская область,SVE
2020-05-29,4923,1997,25,Свердловская область,SVE
2020-06-27,223,173,3,Севастополь,SEV
2020-06-26,220,171,3,Севастополь,SEV
2020-06-25,215,170,3,Севастополь,SEV
2020-06-24,215,168,3,Севастополь,SEV
2020-06-23,214,166,3,Севастополь,SEV
2020-06-22,207,166,3,Севастополь,SEV
2020-06-21,206,166,3,Севастополь,SEV
2020-06-20,200,165,3,Севастополь,SEV
2020-06-19,196,163,3,Севастополь,SEV
2020-06-18,195,163,3,Севастополь,SEV
2020-06-17,191,161,3,Севастополь,SEV
2020-06-16,187,159,3,Севастополь,SEV
2020-06-15,187,155,3,Севастополь,SEV
2020-06-14,185,152,3,Севастополь,SEV
2020-06-13,181,152,3,Севастополь,SEV
2020-06-12,179,151,3,Севастополь,SEV
2020-06-11,178,151,3,Севастополь,SEV
2020-06-10,177,150,3,Севастополь,SEV
2020-06-09,177,150,3,Севастополь,SEV
2020-06-08,177,145,3,Севастополь,SEV
2020-06-07,176,145,3,Севастополь,SEV
2020-06-06,174,145,3,Севастополь,SEV
2020-06-05,173,145,3,Севастополь,SEV
2020-06-04,171,141,3,Севастополь,SEV
2020-06-03,170,139,3,Севастополь,SEV
2020-06-02,168,136,3,Севастополь,SEV
2020-06-01,165,134,3,Севастополь,SEV
2020-05-31,161,131,3,Севастополь,SEV
2020-05-30,161,129,3,Севастополь,SEV
2020-05-29,161,125,3,Севастополь,SEV
2020-06-27,4463,2234,63,Смоленская область,SMO
2020-06-26,4423,2122,62,Смоленская область,SMO
2020-06-25,4380,2051,61,Смоленская область,SMO
2020-06-24,4338,2024,61,Смоленская область,SMO
2020-06-23,4293,1916,61,Смоленская область,SMO
2020-06-22,4252,1869,59,Смоленская область,SMO
2020-06-21,4208,1868,59,Смоленская область,SMO
2020-06-20,4163,1820,59,Смоленская область,SMO
2020-06-19,4110,1744,58,Смоленская область,SMO
2020-06-18,4051,1661,57,Смоленская область,SMO
2020-06-17,3988,1572,56,Смоленская область,SMO
2020-06-16,3927,1514,52,Смоленская область,SMO
2020-06-15,3868,1469,51,Смоленская область,SMO
2020-06-14,3791,1461,49,Смоленская область,SMO
2020-06-13,3712,1414,49,Смоленская область,SMO
2020-06-12,3609,1394,47,Смоленская область,SMO
2020-06-11,3539,1362,44,Смоленская область,SMO
2020-06-10,3432,1321,44,Смоленская область,SMO
2020-06-09,3300,1240,44,Смоленская область,SMO
2020-06-08,3157,1105,43,Смоленская область,SMO
2020-06-07,3035,1101,42,Смоленская область,SMO
2020-06-06,2923,1085,41,Смоленская область,SMO
2020-06-05,2828,978,41,Смоленская область,SMO
2020-06-04,2678,940,41,Смоленская область,SMO
2020-06-03,2536,880,41,Смоленская область,SMO
2020-06-02,2409,821,41,Смоленская область,SMO
2020-06-01,2299,773,39,Смоленская область,SMO
2020-05-31,2207,772,36,Смоленская область,SMO
2020-05-30,2119,733,34,Смоленская область,SMO
2020-05-29,2024,705,30,Смоленская область,SMO
2020-06-27,4875,2796,92,Ставропольский край,STA
2020-06-26,4771,2718,90,Ставропольский край,STA
2020-06-25,4695,2631,89,Ставропольский край,STA
2020-06-24,4616,2603,87,Ставропольский край,STA
2020-06-23,4541,2523,85,Ставропольский край,STA
2020-06-22,4451,2409,85,Ставропольский край,STA
2020-06-21,4349,2382,83,Ставропольский край,STA
2020-06-20,4248,2351,82,Ставропольский край,STA
2020-06-19,4155,2280,78,Ставропольский край,STA
2020-06-18,4018,2221,75,Ставропольский край,STA
2020-06-17,3928,2129,72,Ставропольский край,STA
2020-06-16,3845,2042,71,Ставропольский край,STA
2020-06-15,3759,1953,70,Ставропольский край,STA
2020-06-14,3677,1893,69,Ставропольский край,STA
2020-06-13,3594,1860,68,Ставропольский край,STA
2020-06-12,3509,1846,67,Ставропольский край,STA
2020-06-11,3425,1739,66,Ставропольский край,STA
2020-06-10,3338,1650,65,Ставропольский край,STA
2020-06-09,3253,1538,63,Ставропольский край,STA
2020-06-08,3167,1471,62,Ставропольский край,STA
2020-06-07,3079,1470,60,Ставропольский край,STA
2020-06-06,2990,1446,57,Ставропольский край,STA
2020-06-05,2903,1409,56,Ставропольский край,STA
2020-06-04,2819,1318,53,Ставропольский край,STA
2020-06-03,2733,1265,50,Ставропольский край,STA
2020-06-02,2653,1174,47,Ставропольский край,STA
2020-06-01,2568,1102,47,Ставропольский край,STA
2020-05-31,2485,1067,46,Ставропольский край,STA
2020-05-30,2404,1042,46,Ставропольский край,STA
2020-05-29,2320,991,45,Ставропольский край,STA
2020-06-27,4592,2627,19,Тамбовская область,TAM
2020-06-26,4548,2558,17,Тамбовская область,TAM
2020-06-25,4503,2513,17,Тамбовская область,TAM
2020-06-24,4457,2492,17,Тамбовская область,TAM
2020-06-23,4413,2396,15,Тамбовская область,TAM
2020-06-22,4368,2306,15,Тамбовская область,TAM
2020-06-21,4318,2287,15,Тамбовская область,TAM
2020-06-20,4265,2246,15,Тамбовская область,TAM
2020-06-19,4210,2197,14,Тамбовская область,TAM
2020-06-18,4152,2094,12,Тамбовская область,TAM
2020-06-17,4088,2037,12,Тамбовская область,TAM
2020-06-16,4026,1964,12,Тамбовская область,TAM
2020-06-15,3962,1874,10,Тамбовская область,TAM
2020-06-14,3897,1847,10,Тамбовская область,TAM
2020-06-13,3834,1823,10,Тамбовская область,TAM
2020-06-12,3770,1788,10,Тамбовская область,TAM
2020-06-11,3704,1753,8,Тамбовская область,TAM
2020-06-10,3636,1677,8,Тамбовская область,TAM
2020-06-09,3569,1611,8,Тамбовская область,TAM
2020-06-08,3504,1534,8,Тамбовская область,TAM
2020-06-07,3439,1517,8,Тамбовская область,TAM
2020-06-06,3371,1474,8,Тамбовская область,TAM
